name,description
514.2,Solitary pulmonary nodule
516,Abnormal sputum
516.1,Hemoptysis
519,"Other diseases of respiratory system, not elsewhere classified"
519.1,Tracheostomy complications
519.2,Respiratory complications
519.8,"Other diseases of respiratory system, NEC"
519.9,Symptoms involving respiratory system and other chest symptoms
520.2,Disturbances in tooth eruption
521,Diseases of hard tissues of teeth
521.1,Dental caries
522.1,Pulpitis and necrosis of tooth pulp
522.5,Periapical abscess
523,Gingival and periodontal diseases
523.1,Gingivitis
523.31,Acute periodontitis
523.32,Chronic periodontitis
524,"Dentofacial anomalies, including malocclusion"
524.3,Anomalies of tooth position/malocclusion
525,Other diseases of the teeth and supporting structures
525.1,Loss of teeth or edentulism
526,Diseases of the jaws
526.3,Anomalies of jaw size/symmetry
526.4,Temporomandibular joint disorders
526.41,"Temporomandibular joint disorder, unspecified"
526.42,Arthralgia/ankylosis of temporomandibular joint
526.5,Inflammatory conditions of jaw
526.9,Jaw disease NOS
527,Diseases of the salivary glands
527.1,Hypertrophy of salivary gland
527.2,Sialoadenitis
527.7,Disturbance of salivary secretion
527.8,Other specified diseases of the salivary glands
528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
528.1,Stomatitis and mucositis
528.11,Stomatitis and mucositis (ulcerative)
528.12,Oral aphthae
528.3,Cellulitis and abscess of oral soft tissues
528.41,Cyst of the salivary gland
528.5,Diseases of lips
528.6,Leukoplakia of oral mucosa
528.7,Sialolithiasis
529,Diseases and other conditions of the tongue
529.1,Glossitis
529.6,Glossodynia
530,Diseases of esophagus
530.1,"Esophagitis, GERD and related diseases"
530.11,GERD
530.12,Ulcer of esophagus
530.13,Barrett's esophagus
530.14,Reflux esophagitis
530.15,Eosinophilic esophagitis
530.2,Esophageal bleeding (varices/hemorrhage)
530.3,Stricture and stenosis of esophagus
530.5,Disorders of esophageal motility
530.6,"Diverticulum of esophagus, acquired"
530.7,Gastroesophageal laceration-hemorrhage syndrome
530.9,Heartburn
531.1,Hemorrhage from gastrointestinal ulcer
531.2,Gastric ulcer
531.3,Duodenal ulcer
531.4,"Peptic ulcer, site unspecified"
531.5,Gastrojejunal ulcer
532,Dysphagia
535.1,Acute gastritis
535.2,Atrophic gastritis
535.6,Duodenitis
535.8,Other specified gastritis
535.9,"Gastritis and duodenitis, NOS"
536.3,Gastroparesis
536.7,"Complications of gastrostomy, colostomy and enterostomy"
536.8,Dyspepsia and other specified disorders of function of stomach
537,Other disorders of stomach and duodenum
537.1,Lesions of stomach and duodenum
539,Bariatric surgery
540,Appendiceal conditions
540.1,Appendicitis
540.11,Acute appendicitis
550,Abdominal hernia
550.1,Inguinal hernia
550.2,Diaphragmatic hernia
550.3,Femoral hernia
550.4,Umbilical hernia
550.5,Ventral hernia
550.6,Incisional hernia
555.1,Regional enteritis
555.2,Ulcerative colitis
555.21,Ulcerative colitis (chronic)
556,Ulceration of the lower GI tract
556.1,Ulceration of intestine
556.11,Angiodysplasia of intestine (without mention of hemorrhage)
557,Intestinal malabsorption (non-celiac)
557.1,Celiac disease
558,Noninfectious gastroenteritis
559,Ileostomy status
560.1,Paralytic ileus
560.2,Impaction of intestine
560.3,Peritoneal or intestinal adhesions
560.4,Other intestinal obstruction
561,Symptoms involving digestive system
562.1,Diverticulosis
562.2,Diverticulitis
564,Functional digestive disorders
564.1,Irritable Bowel Syndrome
564.9,Personal history of diseases of digestive system
565,Anal and rectal conditions
565.1,Anal and rectal polyp
567,Peritonitis and retroperitoneal infections
568,Other disorders of peritoneum
568.1,Peritoneal adhesions (postoperative) (postinfection)
569,Other disorders of intestine
569.1,Toxic gastroenteritis and colitis
569.2,Gastrointestinal complications
571.5,Other chronic nonalcoholic liver disease
571.51,Cirrhosis of liver without mention of alcohol
571.6,Primary biliary cirrhosis
571.8,Liver abscess and sequelae of chronic liver disease
571.81,Portal hypertension
572,Ascites (non malignant)
573,Other disorders of liver
573.1,Chronic passive congestion of liver
573.2,Liver replaced by transplant
573.3,Hepatomegaly
573.4,Acute and subacute necrosis of liver
573.5,Jaundice (not of newborn)
573.6,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
573.7,Abnormal results of function study of liver
573.9,Abnormal serum enzyme levels
574.1,Cholelithiasis
574.11,Cholelithiasis with acute cholecystitis
574.12,Cholelithiasis with other cholecystitis
574.2,Calculus of bile duct
574.3,Cholecystitis without cholelithiasis
575.1,Cholangitis
575.2,Obstruction of bile duct
575.6,Cholesterolosis of gallbladder
575.7,Other disorders of gallbladder
575.8,Other disorders of biliary tract
575.9,Nonspecific abnormal findings on radiological and other examination of biliary tract
577,Diseases of pancreas
577.1,Acute pancreatitis
577.2,Chronic pancreatitis
577.3,Cyst and pseudocyst of pancreas
578.1,Hematemesis
578.2,Blood in stool
578.8,Hemorrhage of rectum and anus
578.9,Hemorrhage of gastrointestinal tract
579,Other symptoms involving abdomen and pelvis
579.2,Splenomegaly
579.8,Nonspecific abnormal findings in stool contents
580.11,Proliferative glomerulonephritis
580.12,Non-proliferative glomerulonephritis
580.13,"Acute glomerulonephritis, NOS"
580.14,"Chronic glomerulonephritis, NOS"
580.2,Nephrotic syndrome without mention of glomerulonephritis
580.31,Nephritis and nephropathy in diseases classified elsewhere
580.32,Nephritis and nephropathy with pathological lesion
580.4,"Renal sclerosis, NOS"
585.1,Acute renal failure
585.2,Renal failure NOS
585.3,Chronic renal failure [CKD]
585.31,Renal dialysis
585.32,End stage renal disease
585.33,"Chronic Kidney Disease, Stage III"
585.34,"Chronic Kidney Disease, Stage IV"
585.4,"Chronic kidney disease, Stage I or II"
586,Other disorders of the kidney and ureters
586.12,Vesicoureteral reflux
586.2,"Cyst of kidney, acquired"
586.3,Vascular disorders of kidney/hypertrophy
586.4,Stricture/obstruction of ureter
587,Kidney replaced by transpant
588,Disorders resulting from impaired renal function
588.1,Renal osteodystrophy
588.2,Secondary hyperparathyroidism (of renal origin)
589,Abnormal results of function study of kidney
590,Pyelonephritis
591,Urinary tract infection
592.1,Cystitis
592.11,Acute cystitis
592.12,Chronic cystitis
592.13,Chronic interstitial cystitis
592.2,Urethritis and urethral syndrome
593,Hematuria
593.1,Gross hematuria
593.2,Microscopic hematuria
594,Urinary calculus
594.1,Calculus of kidney
594.2,Calculus of lower urinary tract
594.3,Calculus of ureter
594.8,Renal colic
595,Hydronephrosis
596,Other disorders of bladder
596.1,Bladder neck obstruction
596.5,Functional disorders of bladder
597,Other disorders of urethra and urinary tract
597.1,Urethral stricture (not specified as infectious)
597.2,Urinary complications NEC
597.8,Urethral hypermobility/ISD
598,Abnormal findings on examination of urine
599,Other symptoms/disorders or the urinary system
599.1,Urinary obstruction
599.2,Retention of urine
599.3,Dysuria
599.4,Urinary incontinence
599.5,Frequency of urination and polyuria
599.6,Oliguria and anuria
599.7,Urethral discharge
599.8,Other symptoms involving urinary system
599.9,Other abnormality of urination
600,Hyperplasia of prostate
601.1,Prostatitis
601.11,Acute prostatitis
601.12,Chronic prostatitis
601.3,Orchitis and epididymitis
601.4,Balanoposthitis
601.8,Other inflammatory disorders of male genital organs
602,Other disorders of prostate
602.3,Dysplasia of prostate
603,Other disorders of testis
603.1,Hydrocele
603.2,Spermatocele
604,Disorders of penis
604.1,Redundant prepuce and phimosis/BXO
604.3,Peyronie's disease
605,Erectile dysfunction [ED]
608,Other disorders of male genital organs
610.1,Cystic mastopathy
610.2,Fibroadenosis of breast
610.4,Benign neoplasm of breast
610.8,Other specified benign mammary dysplasias
611.1,Abnormal mammogram
611.3,Lump or mass in breast
612.1,Galactorrhea
612.2,Hypertrophy of breast (Gynecomastia)
613.1,Inflammatory disease of breast
613.5,Mastodynia
613.7,Other signs and symptoms in breast
613.8,Other specified disorders of breast
613.9,Breast disorder NOS
614,Inflammatory diseases of female pelvic organs
614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"
614.3,Pelvic inflammatory disease (PID)
614.31,Acute inflammatory pelvic disease
614.32,Chronic inflammatory pelvic disease
614.33,"Pelvic inflammatory disease, NOS"
614.4,"Inflammatory diseases of uterus, except cervix"
614.5,"Inflammatory disease of cervix, vagina, and vulva"
614.51,Cervicitis and endocervicitis
614.52,Vaginitis and vulvovaginitis
614.53,Cyst or abscess of Bartholin's gland
614.54,Abscess or ulceration of vulva
615,Endometriosis
618,Genital prolapse
618.1,Prolapse of vaginal walls
618.2,Uterine/Uterovaginal prolapse
618.5,Prolapse of vaginal vault after hysterectomy
618.6,"Vaginal enterocele, congenital or acquired"
619,Noninflammatory female genital disorders
619.1,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"
619.2,"Disorders of uterus, NEC"
619.3,Noninflammatory disorders of cervix
619.4,Noninflammatory disorders of vagina
619.5,Noninflammatory disorders of vulva and perineum
620,Dysplasia of female genital organs
621,Endometrial hyperplasia
622.1,Polyp of corpus uteri
622.2,Mucous polyp of cervix
623,Hypertrophy of female genital organs
624,Symptoms involving female genital tract
624.1,Dystrophy of female genital tract
624.9,"stress incontinence, female"
625,Pain and other symptoms associated with female genital organs
625.1,Dyspareunia
626,Disorders of menstruation and other abnormal bleeding from female genital tract
626.1,Irregular menstrual cycle/bleeding
626.11,Absent or infrequent menstruation
626.12,Excessive or frequent menstruation
626.13,Irregular menstrual cycle
626.14,Irregular menstrual bleeding
626.15,"Infertility, female, associated with anovulation"
626.2,Dysmenorrhea
626.4,Premenstrual tension syndromes
626.8,"Infertility, female"
627,Menopausal and postmenopausal disorders
627.1,Postmenopausal bleeding
627.2,Symptomatic menopause
627.21,Symptomatic artificial menopause
627.22,Need for Hormone replacement therapy (postmenopausal)
627.3,Postmenopausal atrophic vaginitis
627.4,Premenopausal menorrhagia
627.5,Premature menopause and other ovarian failure
628,Ovarian cyst
634,Miscarriage; stillbirth
634.1,Missed abortion/Hydatidiform mole
634.3,Ectopic pregnancy
635,Hemorrhage during pregnancy; childbirth and postpartum
635.2,"Antepartum hemorrhage, abruptio placentae, and placenta previa"
635.3,Placenta previa and abruptio placenta
636,Early or threatened labor; hemorrhage in early pregnancy
636.1,Threatened premature labor
636.2,Early onset of delivery
636.3,Hemorrhage in early pregnancy
636.8,Cervical incompetence
642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
642.1,Preeclampsia and eclampsia
643,Excessive vomiting in pregnancy
643.1,Hyperemesis gravidarum
644,Anemia during pregnancy
646,Other complications of pregnancy NEC
647,Infectious and parasitic complications affecting pregnancy
647.1,Infections of genitourinary tract during pregnancy
647.3,Major puerperal infection
649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
649.1,Diabetes or abnormal glucose tolerance complicating pregnancy
653,Problems associated with amniotic cavity and membranes
654,Other and unspecified complications of birth; puerperium affecting management of mother
654.1,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium"
654.2,Rhesus isoimmunization in pregnancy
655,Known or suspected fetal abnormality affecting management of mother
655.1,Abnormality in fetal heart rate or rhythm
656,Other perinatal conditions of fetus or newborn
669,Complications of labor and delivery NEC
671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium
674,Other complications of the puerperium NEC
676,Other disorders of the breast associated with childbirth and disorders of lactation
681,Superficial cellulitis and abscess
681.1,Cellulitis and abscess of fingers/toes
681.2,Cellulitis and abscess of face/neck
681.3,Cellulitis and abscess of arm/hand
681.5,"Cellulitis and abscess of leg, except foot"
681.6,"Cellulitis and abscess of foot, toe"
681.7,Cellulitis and abscess of trunk
686,Other local infections of skin and subcutaneous tissue
686.1,Carbuncle and furuncle
686.2,Impetigo
686.3,Pilonidal cyst
686.4,Pyogenic granuloma
686.5,Pyoderma
687,Symptoms affecting skin
687.1,Rash and other nonspecific skin eruption
687.3,Changes in skin texture
687.4,Disturbance of skin sensation
689,Disorder of skin and subcutaneous tissue NOS
690.1,Seborrheic dermatitis
691,Congenital anomalies of skin
691.1,Ichthyosis congenita
691.3,Congenital pigmentary anomalies of skin
694.1,Vitiligo
694.2,Other dyschromia
694.3,Vascular disorders of skin
695,Erythematous conditions
695.1,Toxic erythema
695.2,Bullous dermatoses
695.21,Dermatitis herpetiformis
695.22,Pemphigus and pemphigoid
695.3,Rosacea
695.41,Cutaneous lupus erythematosus
695.42,Systemic lupus erythematosus
695.7,Prurigo and Lichen
695.8,Other specified erythematous conditions
695.81,Erythema nodosum
695.9,Unspecified erythematous condition
696.2,Parapsoriasis
696.3,Pityriasis
696.41,Psoriasis vulgaris
696.42,Psoriatic arthropathy
697,Sarcoidosis
698,Pruritus and related conditions
700,Corns and callosities
701,Other hypertrophic and atrophic conditions of skin
701.1,"Keratoderma, acquired"
701.2,Scar conditions and fibrosis of skin
701.3,Circumscribed scleroderma
701.4,Keloid scar
701.5,Abnormal granulation tissue
701.6,Acquired acanthosis nigricans
702,Degenerative skin conditions and other dermatoses
702.1,Actinic keratosis
702.2,Seborrheic keratosis
702.4,Degenerative skin disorders
703,"Diseases of nail, NOS"
703.1,Ingrowing nail
704,Diseases of hair and hair follicles
704.1,Alopecia
704.11,Alopecia Areata
704.2,Hirsutism
704.8,Other specified diseases of hair and hair follicles
705,Disorders of sweat glands
705.1,Dyshidrosis
705.3,Hidradenitis
705.8,Hyperhidrosis
706.1,Acne
706.2,Sebaceous cyst
706.8,Other specified diseases of sebaceous glands
707.1,Decubitus ulcer
707.2,Chronic ulcer of leg or foot
707.3,Chronic ulcer of unspecified site
709.2,Sicca syndrome
709.3,Systemic sclerosis
709.4,Polymyositis
709.5,Dermatomyositis
709.6,Other specified diffuse diseases of connective tissue
709.7,Unspecified diffuse connective tissue disease
710,"Osteomyelitis, periostitis, and other infections involving bone"
710.11,Acute osteomyelitis
710.12,Chronic osteomyelitis
710.19,Unspecified osteomyelitis
711,Arthropathy associated with infections
711.1,Pyogenic arthritis
711.2,Reiter's disease
711.3,Behcet's syndrome
712,Infective connective tissue disorders
713,Arthropathy associated with other disorders classified elsewhere
713.5,Arthropathy associated with neurological disorders
714,Rheumatoid arthritis and other inflammatory polyarthropathies
714.1,Rheumatoid arthritis
714.2,Juvenile rheumatoid arthritis
715,Other inflammatory spondylopathies
715.1,Sacroiliitis NEC
715.2,Ankylosing spondylitis
716,Other arthropathies
716.1,Unspecified polyarthropathy or polyarthritis
716.2,Unspecified monoarthritis
716.8,Palindromic rheumatism
